depth_dome,age_dome,deuterium_dome,temp_dome,depth_vos,age_vos,deiterium_vos,deltaTS,age_composite,CO2_composite
199.1,5949.6,-399.8,0.32,,,,,,
199.65,5969.74,-398.7,-0.54,,,,,,
200.2,5990.84,-403.7,-0.89,,,,,,
200.75,6011.94,-397.4,-0.71,,,,,,
201.3,6033.05,-391.7,-1.54,,,,,,
201.85,6052.66,-394.5,-0.5,,,,,,
202.4,6072.27,-396.8,0.45,,,,,,
202.95,6091.88,-399.2,-0.02,,,,,,
203.5,6112,-394,-0.4,,,,,,
204.05,6132.12,-391.4,-0.8,,,,,,
204.6,6152.24,-403.5,0.06,,,,,,
205.15,6172.11,-389.5,0.49,,,,,,
205.7,6191.98,-399.9,-1.52,,,,,,
206.25,6211.86,-397.4,0.8,,,,,,
206.8,6231.89,-398.6,-0.93,,,,,,
207.35,6251.92,-394.1,-0.51,,,,,,
207.9,6271.95,-398.4,-0.71,,,,,,
208.45,6292.6,-401.7,0.03,,,,,,
209,6313.25,-392.6,-0.68,,,,,,
209.55,6333.9,-395.4,-1.23,,,,,,
210.1,6354.44,-402.1,0.27,,,,,,
210.65,6374.98,-403.6,-0.19,,,,,,
211.2,6395.52,-396.5,-1.3,,,,,,
211.75,6416.67,-402.5,-1.55,,,,,,
212.3,6437.82,-398.8,-0.38,,,,,,
212.85,6458.97,-397,-1.37,,,,,,
213.4,6478.29,-389.4,-0.76,,,,,,
213.95,6497.62,-395,-0.47,,,,,,
214.5,6516.94,-404.9,0.79,,,,,,
215.05,6538.11,-402.2,-0.14,,,,,,
215.6,6559.27,-389.2,-1.78,,,,,,
216.15,6580.44,-397,-1.34,,,,,,
216.7,6601.09,-401.8,0.81,,,,,,
217.25,6621.73,-398.4,-0.48,,,,,,
217.8,6642.38,-407.8,-1.27,,,,,,
218.35,6663.73,-395.4,-0.71,,,,,,
218.9,6685.08,-403.1,-2.27,,,,,,
219.45,6706.43,-406.1,-0.22,,,,,,
220,6726.49,-390.4,-1.5,,,,,,
220.55,6746.54,-392.6,-2,,,,,,
221.1,6766.59,-395.7,0.6,,,,,,
221.65,6787.34,-402.9,0.23,,,,,,
222.2,6808.1,-401.9,-0.28,,,,,,
222.75,6828.86,-401.2,-1.47,,,,,,
223.3,6849.36,-400.4,-1.31,,,,,,
223.85,6869.87,-397.5,-1.2,,,,,,
224.4,6890.37,-389.4,-1.07,,,,,,
224.95,6909.13,-395.4,-0.59,,,,,,
225.5,6927.9,-387.9,0.75,,,,,,
226.05,6946.67,-398.3,-0.25,,,,,,
226.6,6967.15,-398.7,0.99,,,,,,
227.15,6987.63,-401.3,-0.73,,,,,,
227.7,7008.11,-396.8,-0.8,,,,,,
228.25,7028.58,-395.6,-1.23,,,,,,
228.8,7049.05,-402.5,-0.49,,,,,,
229.35,7069.53,-399.5,-0.29,,,,,,
229.9,7090.65,-397.8,-1.44,,,,,,
230.45,7111.78,-400.5,-0.94,,,,,,
231,7132.9,-400.8,-0.66,,,,,,
231.55,7154.11,-396.1,-1.11,,,,,,
232.1,7175.33,-405.3,-1.16,,,,,,
232.65,7196.54,-411.9,-0.39,,,,,,
233.2,7219.26,-401.7,-1.91,,,,,,
233.75,7241.98,-399.3,-3,,,,,,
234.3,7264.7,-404.7,-1.32,,,,,,
234.85,7286.3,-403.1,-0.93,,,,,,
235.4,7307.91,-402.3,-1.82,,,,,,
235.95,7329.52,-396.1,-1.56,,,,,,
236.5,7348.99,-388.3,-1.43,,,,,,
237.05,7368.47,-398.5,-0.4,,,,,,
237.6,7387.94,-406.3,0.88,,,,,,
238.15,7409.91,-399.9,-0.81,,,,,,
238.7,7431.88,-404.7,-2.1,,,,,,
239.25,7453.85,-403.8,-1.04,,,,,,
239.8,7475.43,-395,-1.84,,,,,,
240.35,7497.01,-402.8,-1.69,,,,,,
240.9,7518.59,-404.2,-0.24,,,,,,
241.45,7539.02,-399.1,-1.53,,,,,,
242,7559.44,-393.3,-1.77,,,,,,
242.55,7579.87,-399.1,-0.93,,,,,,
243.1,7599.07,-389.2,0.03,,,,,,
243.65,7618.27,-397.7,-0.93,,,,,,
244.2,7637.47,-388.4,0.7,,,,,,
244.75,7657.55,-400.3,-0.71,,,,,,
245.3,7677.63,-403.7,0.83,,,,,,
245.85,7697.71,-398.3,-1.14,,,,,,
246.4,7717.83,-396.1,-1.71,,,,,,
246.95,7737.94,-390.7,-0.82,,,,,,
247.5,7758.06,-404.7,-0.46,,,,,,
248.05,7778.09,-400.2,0.43,,,,,,
248.6,7798.11,-388.5,-1.88,,,,,,
249.15,7818.14,-390.4,-1.14,,,,,,
249.7,7838.5,-405.5,0.79,,,,,,
250.25,7858.87,-399.5,0.47,,,,,,
250.8,7879.23,-402.1,-2.03,,,,,,
251.35,7899.72,-402.2,-1.04,,,,,,
251.9,7920.21,-395.2,-1.47,,,,,,
252.45,7940.7,-391.6,-1.49,,,,,,
253,7960.81,-396.5,-0.34,,,,,,
253.55,7980.92,-399.5,0.26,,,,,,
254.1,8001.02,-400.6,-0.56,,,,,,
254.65,8022.52,-401.6,-1.06,,,,,,
255.2,8044.02,-400.6,-1.24,,,,,,
255.75,8065.51,-406.3,-1.41,,,,,,
256.3,8087.91,-398.3,-1.25,,,,,,
256.85,8110.3,-411.7,-2.19,,,,,,
257.4,8132.69,-399.8,-0.87,,,,,,
257.95,8153.98,-396.9,-3.09,,,,,,
258.5,8175.27,-401.4,-1.13,,,,,,
259.05,8196.56,-405.3,-0.65,,,,,,
259.6,8219.49,-408.3,-1.4,,,,,,
260.15,8242.42,-406.5,-2.04,,,,,,
260.7,8265.36,-400.8,-2.54,,,,,,
261.25,8286.95,-403.2,-2.25,,,,,,
261.8,8308.54,-397.5,-1.31,,,,,,
262.35,8330.12,-401,-1.71,,,,,,
262.9,8351.62,-401.5,-0.77,,,,,,
263.45,8373.12,-400.4,-1.35,,,,,,
264,8394.61,-400.3,-1.43,,,,,,
264.55,8416.75,-407.3,-1.26,,,,,,
265.1,8438.89,-403,-1.24,,,,,,
265.65,8461.03,-404.2,-2.4,,,,,,
266.2,8482.39,-401.2,-1.69,,,,,,
266.75,8503.76,-397.2,-1.89,,,,,,
267.3,8525.12,-396.9,-1.4,,,,,,
267.85,8545.82,-397.8,-0.74,,,,,,
268.4,8566.51,-409.5,-0.7,,,,,,
268.95,8587.21,-397.1,-0.85,,,,,,
269.5,8607.79,-390.3,-2.79,,,,,,
270.05,8628.37,-397.5,-0.74,,,,,,
270.6,8648.95,-401.9,0.38,,,,,,
271.15,8669.01,-392.4,-0.81,,,,,,
271.7,8689.06,-399.9,-1.54,,,,,,
272.25,8709.11,-399.3,0.02,,,,,,
272.8,8729.8,-396.7,-1.22,,,,,,
273.35,8750.48,-402.1,-1.13,,,,,,
273.9,8771.17,-401.8,-0.7,,,,,,
274.45,8791.95,-397.5,-1.6,,,,,,
275,8812.73,-400.2,-1.55,,,,,,
275.55,8833.51,-395,-0.84,,,,,,
276.1,8854.9,-404.4,-1.29,,,,,,
276.65,8876.29,-402.1,-0.44,,,,,,
277.2,8897.68,-397.9,-2,,,,,,
277.75,8917.55,-393.4,-1.62,,,,,,
278.3,8937.42,-397.7,-0.93,,,,,,
278.85,8957.3,-397.4,-0.19,,,,,,
279.4,8977.23,-397.4,-0.9,,,,,,
279.95,8997.16,-399,-0.86,,,,,,
280.5,9017.1,-391.8,-0.86,,,,,,
281.05,9036.97,-392.7,-1.13,,,,,,
281.6,9056.85,-401.1,0.05,,,,,,
282.15,9076.72,-396.1,-0.1,,,,,,
282.7,9096.68,-397.7,-1.49,,,,,,
283.25,9116.64,-395.6,-0.67,,,,,,
283.8,9136.6,-398.6,-0.94,,,,,,
284.35,9157,-394.9,-0.59,,,,,,
284.9,9177.41,-394.9,-1.09,,,,,,
285.45,9197.82,-407.4,-0.49,,,,,,
286,9218.75,-403.4,-0.49,,,,,,
286.55,9239.68,-392.2,-2.56,,,,,,
287.1,9260.62,-400.4,-1.9,,,,,,
287.65,9279.5,-391.1,-0.06,,,,,,
288.2,9298.38,-388.5,-1.42,,,,,,
288.75,9317.27,-394.8,0.11,,,,,,
289.3,9337.26,-397.7,0.54,,,,,,
289.85,9357.26,-401.2,-0.51,,,,,,
290.4,9377.26,-391.9,-0.99,,,,,,
290.95,9396.65,-393.3,-1.57,,,,,,
291.5,9416.05,-394.3,-0.04,,,,,,
292.05,9435.45,-395,-0.28,,,,,,
292.6,9454.41,-392.4,-0.45,,,,,,
293.15,9473.38,-393.5,-0.57,,,,,,
293.7,9492.35,-390,-0.14,,,,,,
294.8,9528.72,-388.5,-0.33,,,,,,
295.35,9546.9,-394.3,0.24,,,,,,
295.9,9567.05,-403.6,0.36,,,,,,
296.45,9587.2,-393.3,0.48,,,,,,
297,9607.35,-398,-0.48,,,,,,
297.55,9626.44,-391,-2.02,,,,,,
298.1,9645.53,-395.8,-0.33,,,,,,
298.65,9664.62,-386.4,-1.11,,,,,,
299.2,9683.59,-391.8,0.04,,,,,,
299.75,9702.55,-398.2,-0.75,,,,,,
300.3,9721.51,-391.6,0.79,,,,,,
300.85,9739.94,-393.4,-0.1,,,,,,
301.4,9758.37,-384.4,-1.16,,,,,,
301.95,9776.8,-391.3,-0.08,,,,,,
302.5,9794.96,-391,-0.38,,,,,,
303.05,9813.11,-388.3,1.11,,,,,,
303.6,9831.27,-391.4,-0.04,,,,,,
304.15,9848.91,-382.9,0.01,,,,,,
304.7,9866.54,-387.2,0.45,,,,,,
305.25,9884.18,-405.5,-0.07,,,,,,
305.8,9904.3,-391.7,1.33,,,,,,
306.35,9924.41,-392.1,0.62,,,,,,
306.9,9944.53,-400.4,-2.4,,,,,,
307.45,9963.54,-386.7,-0.13,,,,,,
308,9982.56,-394.5,-0.2,,,,,,
308.55,10001.6,-389.9,-1.57,,,,,,
309.1,10020.8,-394.7,0.68,,,,,,
309.65,10040,-396.6,-0.61,,,,,,
310.2,10059.3,-388.6,0.15,,,,,,
310.75,10078.3,-392.9,-0.65,,,,,,
311.3,10097.3,-395.2,-0.97,,,,,,
311.85,10116.4,-389.1,0.35,,,,,,
312.4,10134.8,-388.7,-0.36,,,,,,
312.95,10153.2,-391.8,-0.75,,,,,,
313.5,10171.7,-388.8,0.26,,,,,,
314.05,10190.2,-397.7,0.32,,,,,,
314.6,10208.7,-390.4,-0.2,,,,,,
315.15,10227.1,-382.1,0.29,,,,,,
315.7,10245.3,-387.9,-1.18,,,,,,
316.25,10263.5,-390.6,0.02,,,,,,
316.8,10281.7,-393.3,1.39,,,,,,
317.35,10300.4,-388.1,0.43,,,,,,
317.9,10319.2,-391.6,-0.02,,,,,,
318.45,10338,-396.9,-0.47,,,,,,
319,10357.3,-398.7,0.38,,,,,,
319.55,10376.7,-386.6,-0.2,,,,,,
320.1,10396.1,-390.7,-1.08,,,,,,
320.65,10414.9,-391.2,-1.38,,,,,,
321.2,10433.7,-389.5,0.61,,,,,,
321.75,10452.5,-400.9,-0.07,,,,,,
322.3,10472.2,-388.6,-0.15,,,,,,
322.85,10491.9,-397.9,0.12,,,,,,
323.4,10511.6,-393,-1.76,,,,,,
323.95,10531.6,-394.4,0.26,,,,,,
324.5,10551.5,-399.4,-1.27,,,,,,
325.05,10571.5,-388.2,-0.47,,,,,,
325.6,10589.2,-386.8,-0.71,,,,,,
326.15,10606.9,-383,-1.53,,,,,,
326.7,10624.6,-387.5,0.31,,,,,,
327.25,10641.6,-390.1,0.53,,,,,,
327.8,10658.7,-377.1,1.16,,,,,,
328.35,10675.7,-397.4,0.41,,,,,,
328.9,10695.3,-390.6,-0.02,,,,,,
329.45,10714.9,-393.2,2.12,,,,,,
330,10734.5,-395.2,-1.23,,,,,,
330.55,10753.9,-393.7,-0.12,,,,,,
331.1,10773.3,-392.9,-0.55,,,,,,
331.65,10792.7,-391.4,-0.88,,,,,,
332.2,10811.7,-384.5,-0.64,,,,,,
332.75,10830.6,-394.4,-0.51,,,,,,
333.3,10849.5,-394.8,-0.27,,,,,,
333.85,10869.5,-395.8,0.86,,,,,,
334.4,10889.5,-396.2,-0.77,,,,,,
334.95,10909.5,-395.4,-0.84,,,,,,
335.5,10928.8,-391.7,-1.01,,,,,,
336.05,10948.1,-390.9,-1.08,,,,,,
336.6,10967.4,-388,-0.96,,,,,,
337.15,10986.6,-392.6,-0.35,,,,,,
337.7,11005.8,-397.7,-0.22,,,,,,
338.25,11025,-394.3,0.25,,,,,,
338.8,11044.5,-391.4,-0.51,,,,,,
339.35,11063.9,-387.7,-1.36,,,,,,
339.9,11083.3,-395.2,-0.8,,,,,,
340.45,11103.6,-400.3,-0.33,,,,,,
341,11123.8,-393.3,0.28,,,,,,
341.55,11144,-390,-0.96,,,,,,
342.1,11162.8,-390.9,-1.81,,,,,,
342.65,11181.5,-387.4,-0.66,,,,,,
343.2,11200.3,-389.7,-0.12,,,,,,
343.75,11220,-398,-0.27,,,,,,
344.3,11239.6,-396.1,0.3,,,,,,
344.85,11259.3,-392,-0.08,,,,,,
345.4,11280,-397.7,-1.45,,,,,,
345.95,11300.8,-398.9,-1.14,,,,,,
346.5,11321.5,-394.7,-0.47,,,,,,
347.05,11340.2,-386.8,-1.41,,,,,,
347.6,11359,-385.8,-1.62,,,,,,
348.15,11377.7,-387.9,-0.93,,,,,,
348.7,11397.3,-390.7,0.37,,,,,,
349.25,11416.8,-402,0.53,,,,,,
349.8,11436.4,-392.6,0.18,,,,,,
350.35,11455.6,-390.8,-0.29,,,,,,
350.9,11474.9,-394.6,-2.15,,,,,,
351.45,11494.2,-381,-0.61,,,,,,
352,11513.2,-382.1,-0.32,,,,,,
352.55,11532.3,-399.5,-0.95,,,,,,
353.1,11551.3,-393.5,1.29,,,,,,
353.65,11571.9,-398.4,1.11,,,,,,
354.2,11592.4,-393.4,-1.77,,,,,,
354.75,11612.9,-390.9,-0.78,,,,,,
355.3,11631.5,-386.1,-1.59,,,,,,
355.85,11650.1,-387.8,-0.77,,,,,,
356.4,11668.7,-383.8,-0.37,,,,,,
356.95,11687.4,-386.9,0.42,,,,,,
357.5,11706,-393,0.14,,,,,,
358.05,11724.6,-396.6,0.79,,,,,,
358.6,11745.4,-394.1,0.28,,,,,,
359.15,11766.1,-395.5,-0.73,,,,,,
359.7,11786.8,-395.4,-1.33,,,,,,
360.25,11806.8,-389.6,-0.92,,,,,,
360.8,11826.8,-394.8,-1.16,,,,,,
361.35,11846.9,-388.3,-1.15,,,,,,
361.9,11866.4,-394.8,-0.19,,,,,,
362.45,11885.9,-387.9,-1.05,,,,,,
363,11905.5,-396.1,0.01,,,,,,
363.55,11925.7,-391.3,-1.06,,,,,,
364.1,11945.9,-393.6,0.07,,,,,,
364.65,11966.2,-387.8,-1.29,,,,,,
365.2,11987.3,-396.1,-0.5,,,,,,
365.75,12008.5,-403.2,-0.88,,,,,,
366.3,12029.7,-399.4,0.07,,,,,,
366.85,12052.4,-400.8,-1.3,,,,,,
367.4,12075.2,-399.4,-2.48,,,,,,
367.95,12097.9,-400.9,-1.85,,,,,,
368.5,12121.2,-399.2,-2.09,,,,,,
369.05,12144.5,-404.9,-1.86,,,,,,
369.6,12167.7,-404,-2.11,,,,,,
370.15,12190.9,-398.2,-1.84,,,,,,
370.7,12214,-400,-2.78,,,,,,
371.25,12237.2,-399.8,-2.64,,,,,,
371.8,12261.4,-406.2,-1.69,,,,,,
372.35,12285.6,-403.5,-1.99,,,,,,
372.9,12309.8,-405.5,-1.96,,,,,,
373.45,12335.8,-414.8,-3.02,,,,,,
374,12361.9,-406.2,-2.57,,,,,,
374.55,12387.9,-405.8,-2.91,,,,,,
375.1,12413.1,-410.9,-4.44,,,,,,
375.65,12438.2,-403.7,-3.03,,,,,,
376.2,12463.4,-400.6,-2.97,,,,,,
376.75,12488.3,-409.6,-3.81,,,,,,
377.3,12513.1,-401.2,-2.63,,,,,,
377.85,12538,-413.3,-2.12,,,,,,
378.4,12565.7,-414.3,-3.61,,,,,,
378.95,12593.4,-408.8,-2.23,,,,,,
379.5,12621.1,-417.4,-4.23,,,,,,
380.05,12648.1,-406.8,-4.4,,,,,,
380.6,12675.1,-404.3,-3.49,,,,,,
381.15,12702.1,-412.4,-4.91,,,,,,
381.7,12729.8,-412.6,-3.17,,,,,,
382.25,12757.4,-410.9,-2.76,,,,,,
382.8,12785.1,-420.8,-4.1,,,,,,
383.35,12815.8,-417.2,-4.14,,,,,,
383.9,12846.6,-418.8,-3.86,,,,,,
384.45,12877.4,-415.6,-5.5,,,,,,
385,12906.9,-418.6,-4.91,,,,,,
385.55,12936.3,-410.9,-5.17,,,,,,
386.1,12965.8,-413.7,-4.65,,,,,,
386.65,12995.5,-412.7,-5.15,,,,,,
387.2,13025.2,-419.3,-3.88,,,,,,
387.75,13054.9,-420.8,-4.35,,,,,,
388.3,13084.5,-412.1,-4.19,,,,,,
388.85,13114.1,-416,-5.28,,,,,,
389.4,13143.7,-408.8,-5.53,,,,,,
389.95,13173,-413.9,-4.1,,,,,,
390.5,13202.3,-416.4,-4.74,,,,,,
391.05,13231.6,-417.7,-3.56,,,,,,
391.6,13261.1,-414.9,-4.41,,,,,,
392.15,13290.6,-410.4,-4.82,,,,,,
392.7,13320,-411.6,-5.04,,,,,,
393.25,13349.8,-415,-4.58,,,,,,
393.8,13379.6,-418.4,-3.85,,,,,,
394.35,13409.4,-415.5,-4.05,,,,,,
394.9,13438.2,-412.9,-4.61,,,,,,
395.45,13467.1,-408,-5.17,,,,,,
396,13495.9,-410.8,-4.7,,,,,,
396.55,13524.2,-414.8,-4.27,,,,,,
397.1,13552.5,-408.7,-3.47,,,,,,
397.65,13580.9,-408.5,-3.94,,,,,,
398.2,13609.2,-411.8,-4.6,,,,,,
398.75,13637.5,-412.8,-3.6,,,,,,
399.3,13665.8,-419,-3.57,,,,,,
399.85,13696.9,-417.5,-4.12,,,,,,
400.4,13727.9,-414,-4.28,,,,,,
400.95,13758.9,-416.6,-5.31,,,,,,
401.5,13787.5,-410.8,-5.06,,,,,,
402.05,13816.1,-403.4,-4.49,,,,,,
402.6,13844.7,-413.7,-4.92,,,,,,
403.15,13873.6,-410.2,-3.97,,,,,,
403.7,13902.4,-415.9,-2.76,,,,,,
404.25,13931.3,-416.8,-4.46,,,,,,
404.8,13962.2,-417.3,-3.88,,,,,,
405.35,13993.2,-417.1,-4.83,,,,,,
405.9,14024.1,-411.9,-4.98,,,,,,
406.45,14053.9,-415.5,-5.06,,,,,,
407,14083.6,-413.4,-5.03,,,,,,
407.55,14113.3,-405,-4.18,,,,,,
408.1,14141.3,-417.2,-4.78,,,,,,
408.65,14169.3,-405.5,-4.43,,,,,,
409.2,14197.2,-414.3,-3.06,,,,,,
409.75,14226.2,-414.8,-5.07,,,,,,
410.3,14255.2,-412,-3.15,,,,,,
410.85,14284.2,-407.5,-4.6,,,,,,
411.4,14310.2,-403.4,-4.68,,,,,,
411.95,14336.2,-402.3,-4.23,,,,,,
412.5,14362.2,-405.9,-3.49,,,,,,
413.05,14389.9,-410.4,-2.82,,,,,,
413.6,14417.7,-410.8,-2.64,,,,,,
414.15,14445.4,-413.4,-3.24,,,,,,
414.7,14472.4,-406,-3.98,,,,,,
415.25,14499.4,-402.6,-4.05,,,,,,
415.8,14526.4,-404.3,-4.48,,,,,,
416.35,14552.9,-406.9,-3.27,,,,,,
416.9,14579.5,-411.2,-2.71,,,,,,
417.45,14606.1,-392.2,-3,,,,,,
418,14629.4,-397.7,-3.43,,,,,,
418.55,14652.6,-399.1,-4.14,,,,,,
419.1,14675.9,-402.3,-1.02,,,,,,
419.65,14700.8,-401.1,-1.93,,,,,,
420.2,14725.7,-403.9,-2.16,,,,,,
420.75,14750.7,-401.2,-2.69,,,,,,
421.3,14778.4,-418.2,-2.5,,,,,,
421.85,14806.2,-408.8,-2.96,,,,,,
422.4,14834,-402.3,-2.52,,,,,,
422.95,14862,-411.1,-5.32,,,,,,
423.5,14890,-411.1,-3.78,,,,,,
424.05,14918.1,-407.3,-2.71,,,,,,
424.6,14947.2,-413.6,-4.17,,,,,,
425.15,14976.3,-411.2,-4.17,,,,,,
425.7,15005.4,-418.6,-3.55,,,,,,
