"","Eucalyptus.sp.","A.laxifolia","A.cupressoides","D.archeri","M.tetragona","P.hookeriana","N.cunninghamii","E.serpyllifolia","R.scoparia","B.rubioides","M.dealbata","L.juniperina","O.acicularis","O.revoluta","R.sprengeloides","C.nitida","S.incarnata","T.cunninghamii","Cyathodes","L.lanigerum","L.rupestre","Andreaea.sp.","B.mossmaniana","B.pendula.affinis","B.rutabulum.paradoxum","Bryaceae","D.microcarpum","Dicranoloma.sp.","Dicranaceae","D.cylindricarpum.difficile","Fissidens.sp.","Entosthodon.sp.","Grimmiaceae","H.chrysogaster.cupressiforme","H.comosum","H.didictyon","Lembophyllaceae","Weymouthia.sp.","L.inclinans","Campylopus.sp.","T.pumilum","L.gaudichaudii","Orthotrichaceae","P.acicularis","H.alaris","R.purpurascens","R.novaehollandiae","Pyrrhobryum.sp.","B.robusta","Sphagnum.sp.","T.furfurosa","Leptoscyphus.sp."
"1",0.0571428571428571,0,0,0,0,0,0,0.114285714285714,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0.0285714285714286,0,0,0.0285714285714286,0,0.314285714285714,0.0857142857142857,0,0,0.2,0.0285714285714286,0.0285714285714286,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0.102564102564103,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346153846153846,0,0.0256410256410256,0,0.0897435897435897,0,0,0.141025641025641,0.0128205128205128,0.0512820512820513,0.0256410256410256,0,0.0128205128205128,0,0,0,0,0.0256410256410256,0,0,0,0.0512820512820513,0,0.0128205128205128,0.0256410256410256,0,0.0256410256410256,0.0256410256410256,0
"3",0.0294117647058824,0,0,0,0,0,0,0.0294117647058824,0,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0.235294117647059,0,0,0.0882352941176471,0,0,0,0.294117647058824,0,0,0.0588235294117647,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0.0294117647058824,0,0.0882352941176471,0,0.0882352941176471,0,0
"4",0.210526315789474,0,0,0,0,0,0,0.131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0.0526315789473684,0.0526315789473684,0.105263157894737,0.0526315789473684,0,0,0,0.184210526315789,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0.0263157894736842,0,0.0526315789473684,0,0,0.0263157894736842,0
"5",0.347222222222222,0,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0.0138888888888889,0,0,0,0,0,0.152777777777778,0,0,0.0277777777777778,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.0138888888888889,0,0,0,0,0.0138888888888889,0,0.0694444444444444,0,0,0.0833333333333333,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.09375,0,0,0.0625,0.3125,0,0,0.0625,0,0,0,0.03125,0,0,0,0.03125,0,0,0,0.03125,0,0.0625,0,0.0625,0,0
"7",0.12,0,0,0,0,0,0,0.12,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.04,0,0.28,0,0,0.16,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396551724137931,0,0.0344827586206897,0.120689655172414,0,0,0,0.379310344827586,0,0,0,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172413793103448
"9",0.058252427184466,0,0,0,0,0,0,0.0194174757281553,0,0.0194174757281553,0,0,0,0,0,0,0,0,0,0,0.00970873786407767,0.00970873786407767,0,0.116504854368932,0.058252427184466,0.029126213592233,0.0388349514563107,0.029126213592233,0,0,0.446601941747573,0,0.00970873786407767,0,0,0,0,0,0,0,0.00970873786407767,0,0,0.00970873786407767,0,0,0,0.0194174757281553,0,0.00970873786407767,0.0970873786407767,0.00970873786407767
"10",0,0,0,0,0,0,0,0.0206185567010309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134020618556701,0,0,0.0206185567010309,0,0,0.0103092783505155,0.618556701030928,0,0,0,0,0,0,0,0,0.0103092783505155,0.0412371134020619,0.0206185567010309,0,0,0,0.0103092783505155,0,0,0,0.0927835051546392,0.0206185567010309,0
"11",0,0,0,0,0,0,0.0344827586206897,0.0689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172413793103448,0,0.0344827586206897,0.344827586206897,0,0,0,0.137931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344827586206897,0,0.172413793103448,0,0
"12",0.178861788617886,0,0,0,0,0,0,0.032520325203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170731707317073,0,0.00813008130081301,0.0731707317073171,0.0487804878048781,0,0,0.211382113821138,0,0,0.00813008130081301,0,0,0,0,0,0,0.00813008130081301,0,0,0,0,0,0,0.00813008130081301,0,0.227642276422764,0.00813008130081301,0.016260162601626
"13",0.0919540229885057,0,0,0,0,0,0,0.0344827586206897,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298850574712644,0,0.0114942528735632,0.0689655172413793,0,0,0,0.298850574712644,0,0,0,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172413793103448,0,0
"14",0.0256410256410256,0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170940170940171,0,0.0427350427350427,0,0.0170940170940171,0.0683760683760684,0.0170940170940171,0,0,0.256410256410256,0,0,0.0256410256410256,0,0,0,0,0,0,0,0.00854700854700855,0.00854700854700855,0,0.00854700854700855,0.00854700854700855,0,0.00854700854700855,0.00854700854700855,0.47008547008547,0,0
"15",0,0,0,0,0,0,0.00704225352112676,0.028169014084507,0.00704225352112676,0,0,0,0,0,0,0,0,0,0,0,0.00704225352112676,0,0,0.140845070422535,0,0,0.0985915492957746,0.0140845070422535,0,0,0.302816901408451,0,0,0,0,0.00704225352112676,0,0,0,0,0,0,0,0,0,0,0,0.00704225352112676,0,0.380281690140845,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306122448979592,0,0.13265306122449,0.0408163265306122,0.0510204081632653,0.0510204081632653,0.0102040816326531,0,0,0.112244897959184,0,0.0102040816326531,0.0102040816326531,0,0,0,0,0,0,0,0,0,0.0102040816326531,0,0,0,0.0306122448979592,0,0.469387755102041,0.0204081632653061,0.0204081632653061
"17",0.00335570469798658,0,0,0,0,0.0134228187919463,0.0167785234899329,0.157718120805369,0.023489932885906,0.0402684563758389,0,0,0.00335570469798658,0,0,0.0134228187919463,0,0,0,0,0.0369127516778524,0.00335570469798658,0.0134228187919463,0.164429530201342,0,0.0134228187919463,0.0402684563758389,0,0,0,0.187919463087248,0,0,0.0469798657718121,0.00671140939597315,0,0,0,0,0,0.00671140939597315,0.00335570469798658,0,0,0,0,0,0,0,0.161073825503356,0.00335570469798658,0.0402684563758389
"18",0.0431654676258993,0,0,0,0,0,0,0.0359712230215827,0.0215827338129496,0,0,0,0,0,0,0,0,0,0,0,0,0.00719424460431655,0.0143884892086331,0.330935251798561,0,0.0287769784172662,0.0431654676258993,0.0143884892086331,0,0,0.20863309352518,0,0.00719424460431655,0.0359712230215827,0,0,0,0,0,0,0.00719424460431655,0,0,0,0.00719424460431655,0.00719424460431655,0,0,0,0.179856115107914,0.00719424460431655,0
"19",0.025,0,0,0,0,0.025,0,0.025,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.275,0,0.05,0.2,0,0,0,0.2,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.025,0,0.075,0,0
"20",0.0526315789473684,0,0,0,0,0,0,0.0394736842105263,0,0,0,0,0,0,0,0,0.0131578947368421,0,0,0,0,0,0,0.197368421052632,0,0.0131578947368421,0.276315789473684,0.0789473684210526,0,0,0.131578947368421,0,0.0263157894736842,0,0,0,0,0,0,0.0263157894736842,0,0.0394736842105263,0,0.0131578947368421,0,0,0,0,0,0.0789473684210526,0.0131578947368421,0
"21",0,0,0,0,0,0,0,0.0652173913043478,0.0108695652173913,0.0108695652173913,0,0.0108695652173913,0,0.0108695652173913,0.0108695652173913,0,0,0,0,0,0.0108695652173913,0,0,0.25,0,0,0.0217391304347826,0,0,0,0.358695652173913,0,0.108695652173913,0,0,0,0,0,0,0,0.0217391304347826,0,0,0,0,0,0.0217391304347826,0.0326086956521739,0,0.0326086956521739,0,0.0217391304347826
"22",0.171428571428571,0,0,0,0,0,0,0.0666666666666667,0.00952380952380952,0,0,0,0,0,0,0,0,0.019047619047619,0,0.00952380952380952,0,0,0,0.20952380952381,0,0.00952380952380952,0.0952380952380952,0.019047619047619,0,0,0.238095238095238,0,0,0.019047619047619,0,0,0,0,0,0,0.019047619047619,0,0,0,0,0,0,0.0285714285714286,0,0.0666666666666667,0.00952380952380952,0.00952380952380952
